Customer_ID,Name,Age,Gender,City,Membership_Type,Tenure_Months,Total_Rides,Average_Ride_Cost,Days_Since_Last_Ride,Cancellation_Rate,Customer_Satisfaction_Score,Payment_Method,App_Usage_Hours_Per_Week,Churn_Status
RS105350,Anika Bedi,18.0,Male,Mumbai,Gold,67,523,1961.66,48,0.35,10.0,Wallet,,0
RS105351,Reyansh Ganguly,68.0,Other,Chennai,Corporate,46,396,2170.54,146,0.18,2.0,Wallet,0.7,1
RS105352,Aradhya Gandhi,69.0,Female,Delhi,Premium,70,493,,145,0.16,1.0,Wallet,32.2,0
RS105353,Riya Bassi,42.0,Male,Jaipur,Corporate,44,171,1736.83,90,0.14,8.0,Wallet,15.1,1
RS105354,Nakul Vaidya,61.0,Male,Chennai,Gold,7,517,,76,0.21,9.0,UPI,3.6,0
RS105355,Emir Bath,26.0,Female,Nagpur,Premium,18,390,,94,0.11,10.0,Cash,18.9,1
RS105356,Fateh Tiwari,20.0,Female,Delhi,Premium,44,272,1547.66,69,0.54,8.0,UPI,8.7,1
RS105357,Romil Rout,27.0,Male,Hyderabad,Regular,68,130,181.33,34,0.68,8.0,Card,8.5,1
RS105358,Anahita Khanna,33.0,Female,Pune,Corporate,32,188,366.0,104,0.35,7.0,Wallet,20.5,0
RS105359,Mannat Varkey,68.0,Male,Delhi,Corporate,29,111,,48,0.41,8.0,UPI,24.9,1
RS105360,Vidur Kunda,41.0,Female,Hyderabad,Regular,67,145,,60,0.08,3.0,Wallet,24.4,1
RS105361,Manikya Kapadia,21.0,Other,Kolkata,Gold,57,442,83.97,51,0.27,9.0,UPI,34.1,1
RS105362,Jivin Soni,41.0,Male,Mumbai,Corporate,34,390,97885.0,126,0.31,7.0,Card,18.1,0
RS105363,Nitara Warrior,58.0,Female,Ahmedabad,Gold,3,506,208.14,145,0.42,4.0,Wallet,11.9,1
RS105364,Hridaan Sarna,62.0,Female,Kolkata,Gold,68,439,2252.21,167,0.71,6.0,Card,9.5,1
RS105365,Eshani Mann,27.0,Male,Kolkata,Premium,21,11,916.66,167,0.74,5.0,Cash,17.9,0
RS105366,Eva Rajagopal,21.0,Male,Chennai,Corporate,20,318,596.01,146,0.74,10.0,UPI,21.6,0
RS105367,Jayesh Bhatti,36.0,Female,Ahmedabad,Regular,6,351,406.9,27,0.46,8.0,Cash,4.5,0
RS105368,Jivika Bajaj,48.0,Female,Nagpur,Corporate,8,497,,145,0.41,4.0,Cash,0.9,1
RS105369,Khushi Raman,31.0,Female,Ahmedabad,Regular,65,120,2164.39,42,0.29,4.0,Cash,4.9,0
RS105370,Neysa Mani,27.0,Male,Jaipur,Regular,70,63,1254.17,34,0.58,1.0,Cash,,1
RS105371,Yuvraj  Goda,31.0,Male,Delhi,Regular,14,283,2006.16,25,0.46,8.0,UPI,21.3,0
RS105372,Taran Batra,63.0,Female,Kolkata,Regular,43,540,,177,0.41,8.0,Card,24.4,1
RS105373,Sara Mallick,19.0,Male,Jaipur,Gold,51,158,1252.74,121,0.43,7.0,Card,25.4,1
RS105374,Kavya Hayre,58.0,Female,Chennai,Corporate,54,554,875.29,78,0.51,7.0,Card,16.5,1
RS105375,Badal Grover,38.0,Female,Chennai,Corporate,12,574,1335.01,13,0.68,,Wallet,24.3,1
RS105376,Sumer Joshi,37.0,Male,Pune,Corporate,43,355,212.5,39,0.01,10.0,Cash,21.6,0
RS105377,Ranbir Dugar,34.0,Male,Mumbai,Corporate,43,109,1895.3,19,0.78,10.0,Wallet,26.7,0
RS105378,Drishya Bassi,62.0,Male,Ahmedabad,Premium,48,18,2447.27,49,0.47,9.0,UPI,9.6,0
RS105379,Mamooty Basu,,Male,Ahmedabad,Corporate,70,200,1355.05,94,0.12,10.0,UPI,17.7,1
RS105380,Alisha Upadhyay,21.0,Female,Jaipur,Corporate,64,142,260.59,59,0.56,9.0,Card,29.1,1
RS105381,Indrajit Rao,68.0,Male,Bangalore,Premium,6,74,1992.77,121,0.46,1.0,Wallet,22.6,1
RS105382,Dishani Kaul,52.0,Female,Delhi,Corporate,40,475,354.2,134,0.38,10.0,UPI,8.5,1
RS105383,Eshani Ratta,30.0,Female,Mumbai,Corporate,3,103,976.23,163,0.4,8.0,Wallet,33.7,1
RS105384,Trisha Doctor,38.0,Female,Pune,Corporate,53,179,665.72,149,0.78,10.0,Wallet,25.9,0
RS105385,@@@,38.0,Male,Delhi,Corporate,12,599,2023.23,37,0.7,3.0,UPI,11.4,1
RS105386,Anya Barman,35.0,Female,Chennai,Premium,63,167,1723.18,140,0.18,2.0,Card,28.5,1
RS105387,Rasha Varma,57.0,Male,Nagpur,Corporate,1,112,2250.51,83,0.79,6.0,UPI,6.0,0
RS105388,Vivaan Baria,150.0,Male,Hyderabad,Regular,11,45,929.99,139,0.2,6.0,Wallet,14.2,0
RS105389,Ryan Dugar,32.0,Female,Bangalore,Gold,34,177,1465.38,98,0.38,7.0,Cash,7.9,1
RS105390,Jiya Chahal,53.0,Male,Mumbai,Corporate,16,313,320.04,160,0.69,6.0,Card,20.0,1
RS105391,Kaira Sarraf,40.0,Female,Hyderabad,Corporate,65,398,900.84,174,0.46,,UPI,10.6,1
RS105392,Misha Sule,67.0,Male,Chennai,Premium,28,230,1620.52,74,0.33,6.0,Wallet,33.5,0
RS105393,Jayan Bava,40.0,Male,Mumbai,Premium,4,107,1646.22,61,0.59,7.0,Card,13.2,1
RS105394,Veer Shankar,33.0,Female,Chennai,Regular,32,369,1177.42,2,0.5,6.0,Card,23.3,0
RS105395,Charvi Wagle,28.0,Male,Nagpur,Corporate,40,352,37962.0,115,0.63,7.0,UPI,31.9,1
RS105396,Tarini Ramakrishnan,39.0,Male,Kolkata,Premium,29,327,495.85,129,0.54,1.0,UPI,9.3,1
RS105397,Akarsh Bora,46.0,Female,Mumbai,Gold,50,371,2098.53,156,0.32,10.0,Wallet,2.0,1
RS105398,Lagan Chad,26.0,Female,Delhi,Premium,46,471,2300.88,143,0.43,1.0,UPI,14.2,1
RS105399,Anahi Viswanathan,,Male,Ahmedabad,Premium,14,275,1182.63,103,0.77,2.0,Wallet,19.9,0
RS105400,Jayant Dani,21.0,Female,Nagpur,Premium,9,470,603.19,86,0.24,,UPI,17.4,0
RS105401,Kavya Balasubramanian,43.0,Female,Ahmedabad,Gold,64,219,1813.18,102,0.42,8.0,Cash,,0
RS105402,Zara Mani,53.0,Female,Jaipur,Gold,59,199,1685.04,159,0.39,10.0,UPI,15.7,0
RS105403,Khushi Bains,38.0,Male,Ahmedabad,Gold,37,564,1144.76,27,0.74,6.0,Cash,8.0,1
RS105404,Kaira Soni,150.0,Male,Nagpur,Premium,65,279,660.07,156,0.31,8.0,Cash,10.5,0
RS105405,Aarna Jaggi,57.0,Male,Chennai,Corporate,26,200,774.8,179,0.29,9.0,UPI,10.2,0
RS105406,Amani Bala,47.0,Male,Jaipur,Gold,10,348,356.52,10,0.46,3.0,Wallet,1.6,1
RS105407,Arnav Vohra,23.0,Female,Bangalore,Corporate,71,241,222.29,127,0.49,2.0,Cash,16.8,1
RS105408,Prisha Sehgal,63.0,Female,Pune,Regular,10,165,396.56,49,0.68,8.0,UPI,6.4,0
RS105409,Advik Choudhry,69.0,Male,Ahmedabad,Corporate,48,99,1407.43,21,0.31,8.0,Card,3.9,0
RS105410,Nakul Subramaniam,22.0,Male,Pune,Gold,62,305,291.49,51,0.53,,UPI,,0
RS105411,Faiyaz Madan,25.0,Male,Nagpur,Gold,5,492,1048.95,131,0.41,5.0,UPI,4.4,1
RS105412,Mannat Hegde,48.0,Male,Chennai,Premium,10,567,395.81,95,0.29,8.0,Card,29.7,0
RS105413,Yuvraj  Verma,46.0,Female,Chennai,Premium,56,460,336.66,49,0.43,3.0,Cash,0.1,1
RS105414,12345,33.0,Male,Pune,Regular,24,361,1027.5,53,0.44,8.0,Wallet,,0
RS105415,Yuvraj  Behl,38.0,Male,Hyderabad,Corporate,47,393,2269.47,111,0.61,3.0,Wallet,5.1,1
RS105416,Anya Shroff,55.0,Male,Jaipur,Corporate,39,482,2493.79,120,0.42,2.0,Card,28.2,0
RS105417,Aaryahi Viswanathan,26.0,Female,Nagpur,Regular,54,304,411.83,95,0.58,10.0,UPI,22.6,1
RS105418,Advika Varma,33.0,Female,Nagpur,Corporate,56,357,299.62,117,0.67,1.0,Card,23.9,1
RS105419,Charvi Sarna,67.0,Female,Nagpur,Gold,24,235,150.31,64,0.07,8.0,UPI,10.4,0
RS105420,Ishita Batta,41.0,Female,Kolkata,Regular,14,430,976.16,19,0.08,3.0,Wallet,25.6,1
RS105421,Mohanlal Saha,26.0,Male,Ahmedabad,Gold,12,355,1953.07,34,0.55,,UPI,16.9,1
RS105422,Samarth Reddy,21.0,Male,Chennai,Corporate,48,541,1117.19,19,0.55,4.0,Cash,2.2,1
RS105423,Divij Kunda,27.0,Female,Chennai,Premium,63,94,563.0,137,0.72,1.0,Card,21.8,1
RS105424,Alia Kari,35.0,Female,Nagpur,Premium,4,452,40524.0,137,0.56,9.0,Wallet,18.4,1
RS105425,Kiaan Shroff,38.0,male ,Ahmedabad,Premium,66,143,1053.21,3,0.15,2.0,Wallet,20.4,0
RS105426,Kabir Dugal,20.0,Female,Jaipur,Corporate,53,354,1721.65,13,0.4,3.0,Cash,34.6,1
RS105427,Riaan Kalla,61.0,Male,Delhi,Corporate,54,344,33635.0,170,0.18,9.0,UPI,1.3,1
RS105428,Vritika Bhandari,33.0,Female,Hyderabad,Gold,11,395,1280.35,70,0.6,3.0,Wallet,9.3,1
RS105429,Gatik Devi,52.0,Female,Hyderabad,Gold,26,529,752.47,59,0.24,1.0,Wallet,13.1,1
RS105430,Aarav Karpe,34.0,Male,Hyderabad,Regular,66,139,115.22,49,0.78,5.0,Wallet,21.3,0
RS105431,Manjari Sethi,36.0,Male,Jaipur,Corporate,53,421,2411.01,112,0.24,2.0,Card,20.2,0
RS105432,Hiran Rao,34.0,Male,Ahmedabad,Corporate,12,410,2212.97,138,0.53,2.0,Card,17.7,0
RS105433,Kimaya Kota,27.0,Female,Hyderabad,Corporate,4,82,2031.54,118,0.38,8.0,Card,17.3,0
RS105434,Stuvan Garg,55.0,Male,Pune,Premium,67,200,2441.53,43,0.68,9.0,Card,33.3,0
RS105435,Tejas Dugar,67.0,Female,Jaipur,Corporate,18,261,1956.93,129,0.56,6.0,UPI,13.5,1
RS105436,Rohan Shan,65.0,Male,Delhi,Regular,68,276,336.29,9,0.13,6.0,UPI,16.8,0
RS105437,Raghav Sane,22.0,Male,Ahmedabad,Gold,32,358,796.45,71,0.35,4.0,Wallet,24.1,0
RS105438,Azad Iyer,21.0,Female,Ahmedabad,Premium,1,486,1684.86,137,0.48,,Wallet,27.5,0
RS105439,Shalv Edwin,41.0,Male,Ahmedabad,Gold,49,585,1807.12,146,0.44,3.0,Wallet,18.6,1
RS105440,Heer Kumar,50.0,Female,Bangalore,Gold,29,355,2315.81,76,0.74,8.0,UPI,8.6,1
RS105441,Hunar Dash,18.0,Female,Mumbai,Premium,50,32,2482.27,21,0.68,10.0,Cash,,1
RS105442,Kiaan Jain,46.0,Male,Ahmedabad,Gold,56,533,214.41,152,0.61,2.0,Cash,1.3,1
RS105443,Krish Varty,37.0,Male,Bangalore,Premium,28,284,1290.84,104,0.0,6.0,UPI,5.4,0
RS105444,Pari Biswas,55.0,Female,Chennai,Corporate,30,209,1490.31,119,0.37,8.0,Wallet,31.8,0
RS105445,Sara Kunda,35.0,Male,Delhi,Corporate,50,423,1317.47,18,0.61,10.0,UPI,33.6,1
RS105446,Nayantara Choudhry,34.0,Female,Pune,Regular,21,394,97.2,81,0.57,4.0,UPI,21.6,0
RS105447,Veer Gera,26.0,Female,Nagpur,Premium,58,21,796.03,57,0.35,2.0,Wallet,29.5,1
RS105448,Kavya Chawla,26.0,Male,Kolkata,Gold,49,274,2393.95,173,0.43,8.0,Card,9.2,0
RS105449,Lavanya Bakshi,22.0,Male,Pune,Regular,51,210,779.38,155,0.13,10.0,Cash,2.1,1
RS105450,Nitara Sengupta,34.0,Female,Mumbai,Gold,4,331,934.83,34,0.31,4.0,Wallet,2.0,1
RS105451,Neysa Swamy,63.0,Male,Jaipur,Premium,38,172,1976.36,14,0.45,9.0,Cash,33.2,0
RS105452,Oorja Mannan,18.0,Other,Jaipur,Regular,42,576,1623.49,112,0.28,10.0,Card,10.7,0
RS105453,Jivika Ghose,43.0,Female,Pune,Gold,31,587,1906.68,131,0.15,6.0,Wallet,12.2,1
RS105454,Ahana  Bansal,42.0,Female,Nagpur,Gold,62,386,645.7,1,0.29,1.0,Wallet,1.2,0
RS105455,Alia Chandran,59.0,Male,Pune,Gold,2,349,66.17,31,0.44,7.0,Card,2.2,0
RS105456,Kimaya Bir,24.0,Female,Pune,Premium,15,142,512.57,90,0.35,4.0,UPI,5.1,1
RS105457,Samar Srinivasan,39.0,Male,Bangalore,Corporate,61,423,2096.43,0,0.07,5.0,Card,16.8,0
RS105458,Stuvan Sane,45.0,Female,Hyderabad,Regular,16,71,1258.44,154,0.52,2.0,Cash,1.6,1
RS105459,Pihu Dua,68.0,Female,Mumbai,Premium,61,73,1975.63,61,0.05,3.0,Cash,13.5,1
RS105460,Jivika Dalal,35.0,Female,Pune,Regular,68,380,550.68,21,0.28,6.0,Cash,0.7,0
RS105461,Kiara Bhatti,31.0,Female,Delhi,Premium,29,66,1442.22,89,0.76,2.0,Wallet,35.0,1
RS105462,Yuvraj  Mani,,Female,Chennai,Gold,58,150,906.94,145,0.37,8.0,Wallet,6.9,0
RS105463,Rati Vala,55.0,Male,Bangalore,Gold,36,549,,138,0.29,5.0,UPI,25.5,0
RS105464,Madhav Ramanathan,67.0,Male,Chennai,Premium,24,459,,64,0.4,9.0,UPI,2.1,0
RS105465,Nehmat Chopra,,Female,Ahmedabad,Premium,57,237,2247.01,21,0.55,9.0,Wallet,32.5,0
RS105466,Madhup Chauhan,51.0,Male,Pune,Corporate,51,586,600.69,107,0.75,7.0,Wallet,,1
RS105467,Divyansh Krishnan,30.0,Female,Jaipur,Premium,63,333,1278.67,99,0.68,7.0,Card,,0
RS105468,Nakul Sahni,36.0,Male,Bangalore,Corporate,54,556,1529.65,37,0.47,1.0,Cash,12.4,1
RS105469,Purab Bath,68.0,Female,Kolkata,Corporate,57,298,1531.5,163,0.01,8.0,Wallet,8.8,0
RS105470,Kavya Rajagopalan,18.0,Female,Pune,Premium,41,343,898.74,9,0.67,1.0,UPI,16.9,1
RS105471,Kashvi Hayre,,Female,Jaipur,Premium,49,331,1188.68,162,0.48,8.0,Card,8.0,1
RS105472,Suhana Chakraborty,20.0,Female,Hyderabad,Corporate,34,281,767.77,80,0.26,7.0,Cash,16.6,0
RS105473,Arnav Chauhan,19.0,Male,Jaipur,Regular,18,3,360.13,13,0.6,6.0,UPI,17.8,1
RS105474,Emir Dube,61.0,Female,Hyderabad,Corporate,47,228,259.71,38,0.1,2.0,UPI,5.4,0
RS105475,Sahil Dar,35.0,Female,Delhi,Regular,56,69,2100.83,157,0.04,7.0,Wallet,7.1,0
RS105476,Kashvi Din,57.0,Male,Nagpur,Corporate,62,127,950.9,36,0.33,10.0,UPI,19.0,0
RS105477,Aaryahi Chatterjee,28.0,Female,Pune,Gold,28,265,149.41,105,0.58,4.0,Cash,31.1,1
RS105478,Lagan Sarna,18.0,Female,Chennai,Premium,19,519,1110.18,87,0.13,10.0,Cash,29.7,0
RS105479,Adira Kala,54.0,Female,Chennai,Premium,19,146,2451.24,79,0.52,3.0,UPI,9.0,1
RS105480,Veer Ramaswamy,39.0,Male,Chennai,Premium,54,200,2289.33,52,0.61,10.0,Wallet,15.8,1
RS105481,Stuvan Kulkarni,22.0,Female,Ahmedabad,Regular,63,109,635.21,72,0.15,6.0,Wallet,31.4,0
RS105482,Anay Kadakia,0.0,Male,Delhi,Gold,52,488,51.48,119,0.61,6.0,Card,31.8,1
RS105483,Dharmajan Khare,53.0,Male,Kolkata,Gold,16,362,133.68,172,0.6,5.0,Wallet,9.3,0
RS105484,Akarsh Sule,29.0,Male,Nagpur,Premium,45,44,1736.15,72,0.05,10.0,Cash,,0
RS105485,Vardaniya Sankaran,66.0,Male,Mumbai,Corporate,7,348,,151,0.66,3.0,Wallet,32.2,1
RS105486,Kismat Barad,25.0,Female,Mumbai,Premium,59,539,2034.55,24,0.1,4.0,Card,23.4,1
RS105487,Umang Dube,55.0,Female,Nagpur,Premium,58,556,930.18,38,0.65,7.0,Wallet,29.7,0
RS105488,Riaan Dugal,31.0,Female,Mumbai,Gold,2,531,392.23,146,0.76,3.0,UPI,34.8,1
RS105489,Eshani Saran,19.0,Female,Pune,Gold,37,217,1125.99,79,0.38,8.0,Card,21.9,0
RS105490,Samar Balay,24.0,Male,Chennai,Regular,9,447,1102.25,166,0.1,4.0,Wallet,0.0,1
RS105491,Riaan Ray,56.0,Female,Delhi,Regular,13,111,1828.57,133,0.63,4.0,Cash,6.7,1
RS105492,Divij Solanki,31.0,Male,Mumbai,Gold,58,308,825.69,2,0.66,2.0,UPI,,1
RS105493,Ayesha Bhagat,60.0,Female,Kolkata,Gold,10,486,440.65,158,0.12,7.0,Wallet,14.0,0
RS105494,Hiran Sekhon,44.0,Female,Mumbai,Premium,49,195,624.42,102,0.26,5.0,UPI,23.8,1
RS105495,Kimaya Kashyap,22.0,Other,Hyderabad,Gold,46,215,1685.77,30,0.71,7.0,Cash,21.6,0
RS105496,Jivika Kaul,68.0,Female,Kolkata,Premium,65,524,,43,0.35,5.0,Wallet,9.4,0
RS105497,Rohan Issac,33.0,Female,Hyderabad,Corporate,53,44,955.16,131,0.27,6.0,Card,26.8,0
RS105498,Vritika Choudhary,56.0,Male,Mumbai,Gold,12,468,313.06,74,0.72,7.0,Cash,14.0,1
RS105499,Samiha Kala,24.0,Female,Ahmedabad,Corporate,67,285,2183.63,154,0.1,3.0,UPI,11.0,0
RS105500,Hunar Shere,65.0,Female,Kolkata,Regular,36,449,87.95,153,0.3,5.0,Cash,5.2,0
RS105501,Vritika Iyengar,69.0,Female,Ahmedabad,Corporate,31,10,,14,0.58,2.0,Card,10.8,1
RS105502,Rania Choudhary,200.0,Female,Mumbai,Corporate,4,332,569.53,158,0.53,1.0,Card,1.4,1
RS105503,Tiya Chaudhari,29.0,Male,Ahmedabad,Regular,34,405,2050.44,57,0.43,1.0,Card,2.0,0
RS105504,Rati Rama,26.0,Male,Chennai,Corporate,23,183,500.82,124,0.57,3.0,Card,21.5,1
RS105505,Ahana  Lad,63.0,Male,Mumbai,Gold,44,592,176.43,177,0.45,4.0,Card,33.8,1
RS105506,Jivin Varughese,54.0,Male,Jaipur,Corporate,2,146,2107.37,127,0.18,10.0,Card,3.2,0
RS105507,Charvi Lata,,Female,Delhi,Regular,56,580,,98,0.71,6.0,UPI,27.7,0
RS105508,Hiran Kapadia,30.0,Male,Jaipur,Gold,46,406,2002.4,40,0.71,1.0,UPI,12.7,1
RS105509,Jayesh Lall,33.0,Male,Ahmedabad,Gold,53,520,2108.17,49,0.12,3.0,Cash,2.4,1
RS105510,Purab Tata,29.0,Male,Bangalore,Regular,25,352,2407.75,18,0.61,9.0,Wallet,31.6,0
RS105511,Khushi Dalal,48.0,Female,Chennai,Gold,6,212,1620.74,133,0.44,8.0,Wallet,,1
RS105512,Lavanya Kapoor,48.0,Male,Pune,Corporate,10,348,1036.72,39,0.17,6.0,Wallet,10.9,0
RS105513,Navya Ray,65.0,Male,Jaipur,Premium,37,324,826.01,176,0.08,2.0,Cash,15.4,1
RS105514,Riaan Badal,0.0,Female,Nagpur,Corporate,64,578,,50,0.25,9.0,Card,3.2,1
RS105515,Anahi Sood,25.0,Female,Ahmedabad,Premium,70,320,1832.33,82,0.07,3.0,UPI,19.2,1
RS105516,Mannat Balasubramanian,55.0,Female,Kolkata,Corporate,19,561,2049.56,115,0.2,10.0,Wallet,14.5,0
RS105517,Taimur Sani,57.0,Male,Mumbai,Corporate,33,336,,10,0.44,3.0,Cash,20.8,0
RS105518,Seher Walia,53.0,Male,Bangalore,Gold,33,381,837.4,92,0.22,6.0,Cash,30.8,0
RS105519,Nirvaan Dutt,67.0,Male,Hyderabad,Corporate,9,34,985.64,72,0.44,4.0,Wallet,11.3,1
RS105520,Purab Khatri,41.0,Female,Jaipur,Premium,29,239,596.25,7,0.44,6.0,Card,15.8,1
RS105521,Vidur Behl,26.0,Male,Hyderabad,Premium,15,585,1501.09,166,0.28,1.0,Wallet,18.1,1
RS105522,Jayesh Dayal,26.0,Female,Nagpur,Premium,58,89,379.44,171,0.63,6.0,Card,5.0,0
RS105523,Romil Venkataraman,44.0,Female,Nagpur,Corporate,19,383,142.09,79,0.27,7.0,Card,32.9,0
RS105524,Uthkarsh Kari,32.0,Male,Chennai,Corporate,27,352,,177,0.74,10.0,Cash,10.1,1
RS105525,Ahana  Sathe,63.0,Male,Bangalore,Premium,37,492,2242.4,159,0.05,8.0,Wallet,1.8,1
RS105526,Samiha Biswas,42.0,Female,Pune,Regular,16,269,1693.43,27,0.18,8.0,Cash,16.4,0
RS105527,Dhanuk Sarkar,68.0,Female,Nagpur,Regular,2,203,2463.39,165,0.79,10.0,Cash,,0
RS105528,Eshani Randhawa,19.0,Male,Ahmedabad,Regular,36,253,839.47,31,0.14,10.0,Wallet,5.3,0
RS105529,Jayan Bajaj,53.0,Female,Chennai,Corporate,19,3,853.14,100,0.56,10.0,Wallet,,0
RS105530,Yuvaan Suri,69.0,Female,Ahmedabad,Gold,45,389,1940.18,179,0.02,6.0,Card,8.3,1
RS105531,Kanav Khatri,,Female,Ahmedabad,Regular,25,559,2049.98,46,0.01,2.0,Wallet,19.9,1
RS105532,Priyansh Guha,43.0,Male,Delhi,Premium,33,181,402.14,10,0.52,3.0,Card,14.0,1
RS105533,Rhea Chana,62.0,Female,Ahmedabad,Gold,68,262,502.48,115,0.14,7.0,Cash,0.2,1
RS105534,Vritika Dalal,54.0,Other,Ahmedabad,Gold,60,148,1511.7,11,0.2,2.0,Card,21.9,0
RS105535,Shray Lad,56.0,Female,Ahmedabad,Regular,12,354,942.19,85,0.62,5.0,Cash,5.6,1
RS105536,Oorja Chaudhuri,18.0,Male,Jaipur,Regular,67,312,1379.75,129,0.48,3.0,Cash,5.0,1
RS105537,Zeeshan Kohli,18.0,Male,Jaipur,Regular,31,30,683.78,167,0.66,8.0,Wallet,19.9,0
RS105538,Anika Chahal,,Female,Kolkata,Premium,55,134,1993.98,17,0.59,4.0,Cash,3.0,0
RS105539,Lakshit Vohra,49.0,Male,Bangalore,Corporate,66,186,2399.34,30,0.32,,Wallet,17.3,0
RS105540,Taran Comar,19.0,Male,Hyderabad,Premium,11,569,1546.94,45,0.61,,Card,16.2,0
RS105541,Aayush Kalla,38.0,Male,Nagpur,Gold,7,278,605.36,40,0.03,10.0,Card,34.5,0
RS105542,Romil Balasubramanian,68.0,Female,Bangalore,Premium,66,376,304.49,161,0.6,8.0,Wallet,6.4,1
RS105543,Emir Dar,32.0,Male,Pune,Gold,42,480,2489.7,117,0.32,3.0,Wallet,26.1,1
RS105544,Zain Buch,38.0,Female,Bangalore,Corporate,24,327,1722.89,102,0.48,5.0,Card,3.1,1
RS105545,Biju Iyer,0.0,Female,Kolkata,Gold,44,84,1837.73,144,0.08,10.0,Card,11.2,1
RS105546,Anahi Vaidya,0.0,Female,Delhi,Gold,50,281,602.99,48,0.72,6.0,Wallet,28.9,0
RS105547,Ayesha Krishnan,66.0,Male,Chennai,Regular,3,28,356.17,171,0.61,9.0,Card,14.1,0
RS105548,Kaira Sarma,41.0,Male,Ahmedabad,Regular,1,88,1448.48,108,0.56,9.0,UPI,23.1,1
RS105549,Lakshit Grewal,49.0,Male,Hyderabad,Regular,35,152,1380.36,19,0.24,8.0,Card,16.0,0
RS105550,Vaibhav Sule,50.0,Male,Delhi,Gold,55,350,1893.04,178,0.58,5.0,Wallet,0.0,1
RS105551,Ehsaan Deep,23.0,Male,Hyderabad,Gold,28,129,,96,0.03,10.0,Cash,0.6,0
RS105552,Rania Dhingra,38.0,Male,Pune,Corporate,45,13,2128.96,71,0.19,6.0,Cash,24.9,0
RS105553,Inaaya  Issac,32.0,Female,Jaipur,Gold,37,550,2005.98,101,0.06,8.0,UPI,27.5,1
RS105554,Badal Bajaj,63.0,Female,Chennai,Regular,10,455,2007.85,157,0.72,3.0,Card,3.5,1
RS105555,Sara Sengupta,47.0,Male,Jaipur,Gold,38,336,,172,0.17,4.0,Cash,8.1,1
RS105556,Mehul Srinivasan,31.0,Male,Ahmedabad,Corporate,24,7,,125,0.06,4.0,Card,28.3,1
RS105557,Jhanvi Shroff,68.0,Male,Kolkata,Premium,26,271,444.27,93,0.77,10.0,Wallet,11.2,0
RS105558,Tiya Choudhury,39.0,Female,Delhi,Premium,54,294,1180.16,127,0.07,2.0,UPI,3.4,1
RS105559,Nitara Chopra,47.0,Male,Bangalore,Corporate,9,583,1752.65,101,0.39,,Card,34.1,0
RS105560,###,49.0,Male,Chennai,Regular,44,311,866.47,28,0.3,9.0,UPI,31.4,0
RS105561,Yuvaan Agrawal,60.0,Female,Kolkata,Regular,50,521,357.09,100,0.14,8.0,Wallet,8.4,1
RS105562,Dhanuk Uppal,47.0,Other,Chennai,Premium,18,322,,72,0.21,10.0,Cash,9.4,0
RS105563,Jiya Tiwari,40.0,Female,Mumbai,Gold,51,239,877.59,45,0.15,2.0,Cash,32.3,1
RS105564,Diya Ghosh,66.0,Male,Chennai,Gold,46,166,749.14,50,0.69,10.0,Cash,19.8,1
RS105565,Trisha Lala,30.0,Female,Mumbai,Premium,32,478,1757.99,121,0.34,6.0,Wallet,0.2,0
RS105566,Madhav Comar,60.0,Male,Chennai,Gold,38,514,74734.0,20,0.45,10.0,Wallet,26.2,0
RS105567,Aradhya Jaggi,68.0,Female,Chennai,Corporate,11,31,497.92,107,0.27,8.0,Card,34.2,0
RS105568,Baiju Dash,43.0,Female,Chennai,Premium,14,553,2120.7,7,0.44,7.0,Card,33.5,1
RS105569,Mahika Borde,28.0,Female,Nagpur,Premium,7,379,449.75,153,0.6,8.0,UPI,11.3,0
RS105570,Samiha Mammen,,Male,Chennai,Premium,63,218,1268.77,107,0.05,8.0,UPI,13.1,0
RS105571,Damini Taneja,40.0,Other,Chennai,Regular,5,552,,3,0.77,8.0,Cash,26.8,0
RS105572,Ryan Upadhyay,,Male,Mumbai,Premium,30,391,594.43,22,0.06,9.0,Cash,12.9,0
RS105573,Nitara Gopal,41.0,Male,Kolkata,Gold,20,521,457.7,73,0.04,3.0,Cash,30.2,0
RS105574,Jivika Yohannan,42.0,Male,Hyderabad,Gold,21,417,2060.74,132,0.26,7.0,Wallet,22.7,1
RS105575,Indrajit Rajan,40.0,Female,Nagpur,Corporate,55,157,1827.04,157,0.07,5.0,Card,28.0,0
RS105576,Zara Saha,31.0,Male,Bangalore,Gold,23,477,2384.67,115,0.38,8.0,UPI,5.0,1
RS105577,Ivan Ratti,55.0,Male,Mumbai,Corporate,3,501,541.93,66,0.63,10.0,Cash,21.5,0
RS105578,Ojas Khalsa,59.0,Female,Hyderabad,Premium,59,337,,15,0.2,6.0,Card,7.3,0
RS105579,Taimur Vaidya,,Female,Hyderabad,Regular,15,101,,41,0.0,3.0,Wallet,5.2,0
RS105580,Charvi Mann,69.0,Male,Delhi,Premium,7,378,1189.15,96,0.16,,Wallet,20.2,0
RS105581,Samar Bajaj,51.0,Male,Pune,Premium,62,333,540.94,125,0.42,5.0,UPI,21.7,1
RS105582,Renee Edwin,61.0,Male,Mumbai,Corporate,37,575,1301.98,165,0.57,4.0,Cash,4.6,1
RS105583,Devansh Arora,68.0,Male,Pune,Gold,5,528,374.6,153,0.39,3.0,UPI,4.4,1
